X,logFC,AveExpr,t,P.Value,adj.P.Val,B
IPO4,-0.193268327,5.860114209,-0.905603465,0.379694418,0.998285169,-4.608573264
SRRM1,-0.204237627,8.517173024,-0.975220631,0.339704173,0.998285169,-4.608629254
AIFM1,0.175801563,8.002219853,0.974790229,0.339913067,0.998285169,-4.608703589
UBTD1,-0.213393133,6.398937306,-0.934250074,0.362706435,0.998285169,-4.608803464
CHCHD3,-0.207128759,7.238800934,-0.973511587,0.340534169,0.998285169,-4.608924259
SCPEP1,-0.276500189,8.428619481,-0.972143235,0.341199706,0.998285169,-4.609160136
ERI3,-0.157262749,6.660832844,-0.958755966,0.348717014,0.998285169,-4.609201067
TOMM70,0.158142904,7.175226079,0.970477273,0.342011193,0.998285169,-4.609446933
CSAD,-0.186676615,9.56021098,-0.969419642,0.342527046,0.998285169,-4.609628787
TAOK1,-0.174660119,5.279672418,-0.945543261,0.355803046,0.998285169,-4.609714244
QTRT1,0.228127605,6.960748578,0.94506722,0.356040021,0.998285169,-4.609782602
NENF,0.178472451,7.640009348,0.930305937,0.364688628,0.998285169,-4.609939584
LOC100067916,-0.391529389,5.988071077,-0.879822998,0.394065041,0.998285169,-4.609977144
ADK,-0.181198384,10.39295619,-0.967135078,0.343643139,0.998285169,-4.610021027
SRP9,-0.161282711,7.385042776,-0.929613614,0.364381436,0.998285169,-4.610144367
RGS3,0.150359554,7.643883322,0.964681754,0.344844434,0.998285169,-4.610441359
TSC22D2,0.200460363,6.221661968,0.909707121,0.375160135,0.998285169,-4.610444221
TMOD3,0.187147627,6.71303195,0.949994375,0.353046146,0.998285169,-4.610555888
MYO1F,0.257211482,7.070964398,0.928708866,0.36424839,0.998285169,-4.610943605
MGMT,-0.208534774,5.223699421,-0.912582393,0.374405365,0.998285169,-4.610945703
CNBP,0.288486516,6.679914738,0.961400368,0.34645566,0.998285169,-4.611002133
CLSTN1,0.268652693,6.306610472,0.867206833,0.400702505,0.998285169,-4.611148263
CYB5R1,0.299923327,5.611987707,0.878703566,0.393645077,0.998285169,-4.611275936
EDIL3,0.354117359,10.25565048,0.958949254,0.347662539,0.998285169,-4.611419948
RNMT,-0.185700936,6.700683789,-0.958914165,0.347679837,0.998285169,-4.611425923
PCNP,0.337050525,5.73136505,0.925631786,0.366394253,0.998285169,-4.611601182
TM9SF3,-0.258024091,7.604125294,-0.957010055,0.34861938,0.998285169,-4.611749854
LIMS1,0.187065486,8.629876848,0.956923937,0.348661914,0.998285169,-4.611764492
PTBP3,-0.396732894,6.520526657,-0.8582675,0.405450525,0.998285169,-4.611969843
NQO1,-0.258522164,7.973480994,-0.944851166,0.355110456,0.998285169,-4.612253661
VPS29,0.218327844,7.751963115,0.953087756,0.350560177,0.998285169,-4.61241538
DEFA7,-0.482039338,6.048219021,-0.926224064,0.365506294,0.998285169,-4.612465082
OSTF1,-0.435086924,6.711422915,-0.946184074,0.354445551,0.998285169,-4.612537482
MMP3,0.461466679,8.206884285,0.95125863,0.351467744,0.998285169,-4.612724938
GREM1,-0.569105839,11.58300582,-0.951210406,0.351491692,0.998285169,-4.612733092
DEFA23,-0.509500439,8.340614294,-0.897522411,0.382154735,0.998285169,-4.61275013
OXSR1,-0.213622049,7.225132709,-0.951005997,0.351593219,0.998285169,-4.612767653
IRF2BPL,0.227502373,5.644184359,0.847457635,0.411241788,0.998285169,-4.612954142
MYLK,-0.179532267,5.754256546,-0.847124722,0.411421005,0.998285169,-4.612984296
CHMP4A,-0.256488436,6.232709297,-0.949063807,0.352558854,0.998285169,-4.61309571
CTSA,-0.17637522,7.200619469,-0.932854899,0.36161991,0.998285169,-4.613175676
ARHGAP1,-0.151244707,8.772069852,-0.94819375,0.352992017,0.998285169,-4.613242485
ZNF512,-0.341995833,6.068312448,-0.878036879,0.393115629,0.998285169,-4.613320616
UBL5,-0.348980841,7.044145291,-0.889069608,0.386550999,0.998285169,-4.613327573
GNG10,-0.169751082,8.288079282,-0.941106233,0.356983076,0.998285169,-4.613358752
PXYLP1,-0.270175252,7.848576777,-0.947413673,0.353380689,0.998285169,-4.613373982
PUF60,0.137900673,7.667563318,0.94722093,0.353476767,0.998285169,-4.613406458
TRIR,-0.303416665,6.984283166,-0.923225069,0.367028391,0.998285169,-4.61349846
SNRPA1,0.195204168,8.559372934,0.946595409,0.353788697,0.998285169,-4.613511816
ADSS1,-0.4118046,9.371838954,-0.946330369,0.353920921,0.998285169,-4.613556439
ESYT1,0.197652282,5.674555697,0.917455659,0.369968523,0.998285169,-4.613697757
CRISPLD2,0.174307561,6.396312997,0.874418421,0.395023113,0.998285169,-4.613713526
LOC100068317,-0.274747131,7.571744795,-0.944764279,0.354702897,0.998285169,-4.613819892
SNX17,-0.207768239,6.932407193,-0.92248027,0.366877211,0.998285169,-4.613862246
B4GALT4,0.196492629,7.18634715,0.815079466,0.429981666,0.998285169,-4.613989964
RARS1,-0.162522965,8.028316306,-0.943375413,0.355397355,0.998285169,-4.614053217
ASPH,-0.199565106,9.171033288,-0.943342375,0.355413886,0.998285169,-4.614058764
ITIH5,-0.217192633,6.929486365,-0.91867993,0.369343311,0.998285169,-4.614152314
TXNIP,0.226807516,6.920722797,0.913724493,0.371878324,0.998285169,-4.614219271
PNN,0.235536976,5.958140513,0.913334531,0.372078306,0.998285169,-4.614273673
EIF4H,-0.196042008,7.498091271,-0.941903644,0.356134265,0.998285169,-4.614300146
GTF2B,-0.202115974,5.907629863,-0.858519328,0.403476989,0.998285169,-4.61438668
CPQ,-0.19668783,7.825257848,-0.940619496,0.356778073,0.998285169,-4.614515325
SCFD1,0.135506207,7.754137352,0.939958607,0.357109714,0.998285169,-4.614625968
JPT2,-0.221232612,6.135187762,-0.913945661,0.371764936,0.998285169,-4.614830462
APOH,0.371872367,10.03685651,0.938729167,0.357727211,0.998285169,-4.614831617
BMP2,-0.472002556,5.102736625,-0.841907734,0.413275998,0.998285169,-4.614865119
A0A3Q2I4Y7,-0.44978497,8.141663591,-0.901139551,0.378939678,0.998285169,-4.614885088
ARHGDIB,0.342786036,5.78382006,0.908907445,0.374353659,0.998285169,-4.614889889
DDT,-0.231601671,11.76620493,-0.938293475,0.357946214,0.998285169,-4.61490444
SDK2,0.227067502,6.994750158,0.9270911,0.364050174,0.998285169,-4.615053282
SRSF5,-0.155864607,7.020638068,-0.922200996,0.367019436,0.998285169,-4.615079059
UBA1,-0.174772711,10.44301558,-0.936873266,0.358660712,0.998285169,-4.615141614
PTGES3,0.172630559,9.792410899,0.935793104,0.359204775,0.998285169,-4.615321792
GAPVD1,-0.17440377,6.257441518,-0.904913676,0.376414241,0.998285169,-4.615443602
AOX1,-0.209955465,5.294144739,-0.886640739,0.387123301,0.998285169,-4.615498605
COQ8B,0.199336325,7.456371268,0.924158295,0.365540804,0.998285169,-4.615511203
ZKSCAN1,-0.220240871,5.766248928,-0.895957637,0.381630215,0.998285169,-4.615570341
ENPP1,-0.339164598,10.90404491,-0.934183695,0.360016439,0.998285169,-4.615589919
NAA15,0.203341499,6.382074953,0.910364676,0.373081173,0.998285169,-4.615614851
LOC100053468,-0.238912346,12.53916384,-0.933942227,0.360138323,0.998285169,-4.615630114
ATP2B4,0.25653593,8.077074214,0.933499365,0.360361935,0.998285169,-4.615703808
NOLC1,0.418482698,4.464645347,0.902774495,0.377521045,0.998285169,-4.615739331
MESD,0.232713321,8.02413426,0.922411888,0.366430368,0.998285169,-4.615783288
XYLB,0.204706192,6.134250793,0.867018988,0.398177297,0.998285169,-4.615858114
A0A3Q2I744,-0.296634067,12.56492579,-0.931701175,0.361270841,0.998285169,-4.616002723
PPT1,0.23625277,8.516178599,0.931533635,0.361355603,0.998285169,-4.616030548
AEBP1,-0.375088617,8.90321349,-0.931281132,0.361483376,0.998285169,-4.616072476
PSMD7,-0.162997238,8.496014293,-0.92987057,0.362197706,0.998285169,-4.616306514
GRN,-0.311299076,8.515528366,-0.918750692,0.368299951,0.998285169,-4.616352253
SMCHD1,-0.201659623,5.77727048,-0.9125486,0.371957737,0.998285169,-4.616537319
METAP1,0.270373273,5.994927007,0.876917164,0.392241312,0.998285169,-4.616705962
SARNP,-0.192993299,8.371161774,-0.926885971,0.363712262,0.998285169,-4.616800702
LAP3,-0.232018746,9.886561735,-0.926837732,0.363736776,0.998285169,-4.616808678
TCEA3,-0.173120146,6.421906311,-0.801813872,0.436292458,0.998285169,-4.616997487
CBR4,0.303132859,6.833958739,0.859375775,0.402260385,0.998285169,-4.617208693
PAPLN,0.195666748,6.268864972,0.891804079,0.383231008,0.998285169,-4.617246526
HNRNPAB,-0.183183017,9.158188877,-0.923912432,0.365225402,0.998285169,-4.617291687
PTPN23,0.237563045,6.515675266,0.890393374,0.383969379,0.998285169,-4.617439194
GYS1,-0.190456279,6.862642725,-0.871161905,0.394679475,0.998285169,-4.617569638
DNPH1,-0.235107334,7.108337813,-0.888774641,0.384817787,0.998285169,-4.617659951
MAMDC4,0.236708405,8.963596551,0.921022557,0.366699983,0.998285169,-4.617767545
EXOSC6,0.295150419,5.546501216,0.859558819,0.401488161,0.998285169,-4.617919485
LRRC57,-0.184528468,8.210016836,-0.920006828,0.367219205,0.998285169,-4.617934492
NTN1,-0.389466346,9.765075155,-0.919940779,0.367252985,0.998285169,-4.617945342
F8A1,0.348644524,3.760362057,0.834241025,0.416613894,0.998285169,-4.61798535
FUCA1,-0.181277035,9.187411594,-0.918629225,0.367924192,0.998285169,-4.61816066
TXNRD3,-0.277689346,6.793481428,-0.874601897,0.392851846,0.998285169,-4.618358935
PRPF19,0.118662659,7.603636426,0.917415791,0.36854591,0.998285169,-4.618359632
LOC100061656,0.311144289,7.195272599,0.897413911,0.379789482,0.998285169,-4.618463392
CAPN2,-0.210691646,8.819730282,-0.916745408,0.368889688,0.998285169,-4.618469459
AP1B1,0.172512589,7.771217305,0.904946791,0.37540591,0.998285169,-4.618479836
RPS15A,-0.201071219,9.30743048,-0.916511376,0.369009752,0.998285169,-4.618507783
SNX9,-0.150435445,7.677018422,-0.915903373,0.369321792,0.998285169,-4.618607308
ENO3,-0.259649975,14.94747478,-0.887973452,0.384729377,0.998285169,-4.618801408
ARF6,-0.13142608,9.422048933,-0.914462879,0.370061784,0.998285169,-4.618842876
CORO1C,0.161603184,8.161236937,0.914223248,0.370184979,0.998285169,-4.618882032
GEMIN5,-0.160495962,7.569487541,-0.825309955,0.421515437,0.998285169,-4.618912042
EIF2D,0.20511241,6.117813599,0.892929878,0.382130596,0.998285169,-4.61911984
GNS,-0.217641341,6.71706207,-0.904189046,0.375798589,0.998285169,-4.619215107
FEN1,0.235482364,5.906047431,0.808456674,0.430865467,0.998285169,-4.619381339
LOC100053876,-0.282891402,5.156015484,-0.771944741,0.453204566,0.998285169,-4.619542667
ADO,-0.239656001,6.067444058,-0.83830209,0.41365951,0.998285169,-4.619601842
COLGALT2,-0.162265629,7.896397441,-0.889475799,0.383940435,0.998285169,-4.619623568
MYO9B,0.255945053,4.830826492,0.881533059,0.388123532,0.998285169,-4.619705257
SYNPO,-0.244263894,7.319914095,-0.831016586,0.417648491,0.998285169,-4.619874567
NAP1L4,-0.23998744,8.018752926,-0.907454766,0.373675909,0.998285169,-4.61998432
TSNAX,-0.140930303,8.292538071,-0.906710822,0.374060929,0.998285169,-4.62010504
LMAN1,-0.218831603,7.251180299,-0.869432745,0.395050611,0.998285169,-4.620270986
LOC100052586,0.173401283,6.898351938,0.839276947,0.412470935,0.998285169,-4.620283757
AGFG1,-0.230974051,5.28960283,-0.762289966,0.458758157,0.998285169,-4.620347975
IPO5,-0.191991018,6.967874815,-0.905190067,0.374848794,0.998285169,-4.620351544
NOP2,-0.236442235,6.553408104,-0.896858098,0.379611648,0.998285169,-4.620353907
COL14A1,-0.348984789,7.732452437,-0.901730297,0.37664529,0.998285169,-4.620911003
ILVBL,-0.198336954,5.146638936,-0.86462115,0.397623485,0.998285169,-4.620912821
SPTBN1,-0.15896806,5.914397535,-0.90162273,0.376701235,0.998285169,-4.620928367
PGRMC2,-0.21051857,7.323395775,-0.88862652,0.383923391,0.998285169,-4.620959187
VBP1,0.210451207,7.625310007,0.90066479,0.377199697,0.998285169,-4.621082923
FERMT2,-0.131538155,7.763547319,-0.90061247,0.377226934,0.998285169,-4.62109136
PLCG2,-0.170457773,8.639124762,-0.900570165,0.377248958,0.998285169,-4.621098182
RPL4,-0.206328619,12.4987809,-0.900515955,0.377277181,0.998285169,-4.621106923
S100A8,-0.791429984,8.46145786,-0.83114363,0.416929057,0.998285169,-4.621218269
TPPP3,-0.419845813,8.574150964,-0.899436709,0.37783936,0.998285169,-4.621280853
LMCD1,0.148952997,10.77504399,0.898532248,0.378310917,0.998285169,-4.621426474
PGP,0.153220458,7.307488815,0.883421137,0.38666649,0.998285169,-4.621741712
MDH1,-0.157881966,12.82237459,-0.895246402,0.380027305,0.998285169,-4.621954427
DPP3,0.201361691,6.111872254,0.880746001,0.388081184,0.998285169,-4.622142304
NDUFV2,-0.232326293,5.128753237,-0.759757795,0.459365565,0.998285169,-4.622413799
UPP1,-0.254162427,6.367242495,-0.85748775,0.401457862,0.998285169,-4.622685828
TONSL,-0.443106888,8.820759614,-0.818191632,0.424091887,0.998285169,-4.622690256
BST1,0.437797427,8.067109023,0.876946127,0.390096466,0.998285169,-4.622709496
H1-1,-0.22461285,15.35847568,-0.881062462,0.387913654,0.998285169,-4.622780174
LUC7L,-0.169977468,6.48908354,-0.879727069,0.388620912,0.998285169,-4.62298357
RWDD1,0.185583759,7.032083103,0.761237631,0.458508006,0.998285169,-4.623068402
PUM2,0.222844828,5.625182604,0.695527517,0.499199625,0.998285169,-4.623081768
EXOSC2,-0.322358548,5.309715366,-0.823812697,0.420973716,0.998285169,-4.623099403
CALM1,-0.337617351,10.24731024,-0.886617305,0.384559056,0.998285169,-4.623332831
HPCAL1,0.326296481,6.689317559,0.833323566,0.415148201,0.998285169,-4.623585141
MARS1,0.136268886,6.72848777,0.870342622,0.393614832,0.998285169,-4.623690066
PRRC2C,0.206951567,6.190809965,0.808765703,0.429353557,0.998285169,-4.623748937
ATP2B3,0.290608706,6.94519848,0.849493753,0.405783147,0.998285169,-4.623763103
TXLNA,0.239403137,6.034434173,0.685512269,0.505287684,0.998285169,-4.623787822
CTSF,0.185088593,6.759411487,0.883600269,0.386151804,0.998285169,-4.623812003
RANBP3,-0.170842871,6.274934211,-0.776619579,0.448885222,0.998285169,-4.623814723
SKIC3,-0.22802263,4.795253781,-0.684941235,0.505636121,0.998285169,-4.623827812
RPL31,0.198907779,11.54115208,0.883110326,0.386410859,0.998285169,-4.623889681
RPL7,-0.178687998,11.28858616,-0.882926636,0.386508013,0.998285169,-4.623918795
DCXR,-0.176236721,7.113607228,-0.882824159,0.386562221,0.998285169,-4.623935034
STAM2,-0.183375017,6.200668056,-0.679921334,0.508705289,0.998285169,-4.624178119
ACSS3,0.248764237,5.993847387,0.81453867,0.426126139,0.998285169,-4.624180715
PIP4K2B,0.164350279,5.831023151,0.866630737,0.395601536,0.998285169,-4.6242384
VDAC3,-0.153716363,8.03222276,-0.878716174,0.388739302,0.998285169,-4.62458466
FBXL8,0.144343158,7.008815143,0.842841158,0.409405421,0.998285169,-4.624652914
GARS1,0.13341923,7.962178809,0.877792032,0.389230159,0.998285169,-4.624730434
DDX5,0.175029615,10.23689641,0.876685839,0.389818241,0.998285169,-4.624904747
ROR2,0.265173464,6.871177265,0.851991421,0.403942129,0.998285169,-4.624980892
RSRC2,0.224966686,5.308818664,0.851965157,0.403956375,0.998285169,-4.624984576
GGPS1,-0.266772415,5.914614799,-0.840106581,0.410900365,0.998285169,-4.625016906
GSN,0.179132555,12.92718881,0.875629315,0.390380456,0.998285169,-4.625071053
OSBPL8,0.184960627,4.600040683,0.702572331,0.494039892,0.998285169,-4.625136135
AP1G1,-0.149102171,6.660784719,-0.860233993,0.399040436,0.998285169,-4.62517852
NIPSNAP1,0.197110543,6.264942135,0.664964176,0.517914703,0.998285169,-4.625208604
RAD23B,-0.147722361,8.461963159,-0.874207479,0.391137896,0.998285169,-4.625294582
PSTPIP2,-0.226129775,5.744362698,-0.663010566,0.519124685,0.998285169,-4.625341725
SPON1,-0.208237826,6.412819542,-0.836630368,0.412805782,0.998285169,-4.625478124
TBL2,-0.197223519,7.305245735,-0.872018339,0.392305954,0.998285169,-4.625638115
GLB1,0.136509917,8.309261236,0.856849307,0.400867816,0.998285169,-4.625673485
PHF2,-0.242765085,5.806024827,-0.658002918,0.522233671,0.998285169,-4.625681386
PABPN1,0.14563528,6.828330951,0.814330947,0.425673805,0.998285169,-4.625916187
SCD5,-0.275027328,6.780886279,-0.83608599,0.412628285,0.998285169,-4.625920085
SRM,0.156570588,9.565129013,0.869744777,0.393521444,0.998285169,-4.625994091
UGDH,-0.171655106,9.856369642,-0.869571506,0.393614177,0.998285169,-4.626021186
MRRF,0.385442424,6.634258638,0.690915391,0.501111373,0.998285169,-4.626031382
LETM1,0.230154565,5.984458506,0.752971466,0.462569476,0.998285169,-4.626103268
RFTN2,0.154294037,6.841074295,0.868405327,0.394238677,0.998285169,-4.626203427
CHCHD2,0.338223506,5.760518068,0.771298873,0.451269752,0.998285169,-4.626214283
CA5B,-0.158308833,6.402637902,-0.713602413,0.486606589,0.998285169,-4.626363345
SDF4,0.190266499,5.975656115,0.841875631,0.409452814,0.998285169,-4.626392099
NPEPL1,0.157400013,6.550900955,0.759806437,0.457340061,0.998285169,-4.626537375
GAA,-0.156866499,7.528106526,-0.865497561,0.395798598,0.998285169,-4.626656887
MBLAC1,0.146341859,6.543090134,0.720041179,0.482749325,0.998285169,-4.626699537
UBE2O,-0.156279271,6.321423279,-0.865125429,0.395998521,0.998285169,-4.626714823
ABI2,0.416211044,5.427386918,0.729597647,0.476343059,0.998285169,-4.626726318
PSMB2,-0.142372404,8.23099038,-0.864836643,0.396153712,0.998285169,-4.626759768
ANXA5,-0.162041849,13.98079433,-0.86415516,0.396520092,0.998285169,-4.626865778
TP53BP2,-0.284294438,4.386576528,-0.639577522,0.533764864,0.998285169,-4.626911691
PDHX,0.159407585,5.790099624,0.637881352,0.534833593,0.998285169,-4.627023402
PIN1,-0.161249095,5.888256616,-0.846152805,0.406678101,0.998285169,-4.627226395
AKT2,0.157997152,5.548800824,0.835546283,0.412925098,0.998285169,-4.627267543
GSPT2,0.184441564,7.125323219,0.851083595,0.403993066,0.998285169,-4.627281076
ANG,-0.43371437,10.2027122,-0.860790521,0.398332189,0.998285169,-4.627388089
MRE11,0.346118428,5.830013279,0.821077038,0.421399916,0.998285169,-4.627521203
PSMB3,-0.168805708,8.448384563,-0.85983806,0.398846122,0.998285169,-4.627535617
ASAP2,-0.115915762,10.40778848,-0.859826686,0.398852262,0.998285169,-4.627537378
DLD,0.235465799,6.969527496,0.835879224,0.41274198,0.998285169,-4.627647036
SRSF11,0.185994893,5.360957175,0.831865791,0.414952805,0.998285169,-4.627773936
CAV2,-0.236151763,8.406727205,-0.841957977,0.408971322,0.998285169,-4.627830695
THUMPD1,-0.153033115,7.432588835,-0.857240979,0.400249629,0.998285169,-4.627937148
RUVBL2,0.108403782,8.114720403,0.85688623,0.400441587,0.998285169,-4.627991912
STK26,0.18035219,9.345767973,0.856358676,0.400727161,0.998285169,-4.628073315
BLVRA,-0.166961799,8.202424709,-0.856165828,0.400831585,0.998285169,-4.628103061
GOLT1B,0.248368338,5.909128982,0.781615387,0.444195384,0.998285169,-4.628136967
GPD2,-0.174051363,5.733106527,-0.661000511,0.519528952,0.998285169,-4.628268716
EEF1D,-0.182502073,9.275477909,-0.8548757,0.401530619,0.998285169,-4.628301904
VAT1,-0.160810325,10.35346304,-0.854811002,0.401565695,0.998285169,-4.628311869
GBE1,-0.233789188,10.67674498,-0.853930531,0.402043238,0.998285169,-4.628447411
CNN3,-0.177911099,8.216310556,-0.826934315,0.417679608,0.998285169,-4.628449359
PTPN11,0.175688016,6.969162865,0.806024665,0.429824109,0.998285169,-4.628479597
SEC24B,0.197209004,5.65001069,0.657767441,0.521542497,0.998285169,-4.628505292
NFKB1,0.235961212,6.867724231,0.765035695,0.454298675,0.998285169,-4.628520351
TOR1AIP1,-0.210268499,7.795302025,-0.852858878,0.402624963,0.998285169,-4.628612218
SOD3,0.259650186,13.1134138,0.852437004,0.402854116,0.998285169,-4.628677046
RPL37A,0.205975681,9.092162785,0.851992404,0.403095704,0.998285169,-4.628745336
SNX1,-0.133591911,7.808591096,-0.851947626,0.40312004,0.998285169,-4.628752212
RAB21,-0.140721762,7.602684564,-0.85007688,0.404137625,0.998285169,-4.629039196
PPP3R1,-0.172891161,6.945395141,-0.833242416,0.413762196,0.998285169,-4.629077742
SSR1,-0.210595799,9.100597208,-0.847777125,0.405390812,0.998285169,-4.629391225
DEFB1,0.23213317,8.962401498,0.830863069,0.415076259,0.998285169,-4.629416187
EFNB1,0.158888629,6.46118877,0.64401648,0.530156224,0.998285169,-4.629500014
SURF2,-0.268749732,7.173681607,-0.716202512,0.48434653,0.998285169,-4.629538805
ISYNA1,-0.273001855,5.952479069,-0.737435869,0.47105815,0.998285169,-4.629626112
GPLD1,0.493754474,6.807178258,0.744434654,0.466925892,0.998285169,-4.629638608
SNX27,0.181799396,6.925931972,0.796507686,0.43520438,0.998285169,-4.629664494
FBN2,-0.458724736,6.71142829,-0.684640684,0.504182378,0.998285169,-4.629678728
XRN2,0.242870026,4.381250394,0.667637551,0.514671143,0.998285169,-4.63008075
PIN4,-0.184369432,6.881966073,-0.843053323,0.407972677,0.998285169,-4.63011165
SNCA,0.415194708,6.917000012,0.588906316,0.566206542,0.998285169,-4.63013497
NIBAN1,0.147108589,7.565519817,0.842685139,0.408174351,0.998285169,-4.630167651
GPI,-0.182826592,10.44524999,-0.842017707,0.408540102,0.998285169,-4.630269112
SERPINF1,0.1838614,11.33145158,0.842009804,0.408544434,0.998285169,-4.630270313
GALNT16,-0.209714521,6.483657367,-0.761974699,0.455550296,0.998285169,-4.630320184
WARS1,-0.157479132,8.512299904,-0.8414194,0.40886815,0.998285169,-4.630360005
IARS1,-0.197939918,6.926609805,-0.802195041,0.431529201,0.998285169,-4.630365969
DRG1,-0.171442175,6.871341448,-0.823879904,0.418948126,0.998285169,-4.630404529
NIPSNAP3A,-0.266208141,5.971747438,-0.760836719,0.456213576,0.998285169,-4.630445169
DHX16,-0.159051732,8.621447014,-0.736360156,0.471695225,0.998285169,-4.630453362
PRSS23,0.254032665,6.885341599,0.823465221,0.419178763,0.998285169,-4.630462987
ABCE1,-0.153490323,6.732742748,-0.840583864,0.409326549,0.998285169,-4.63048684
EIF3C,-0.160587409,8.983054597,-0.8403413,0.409459687,0.998285169,-4.630523641
SDR39U1,0.256097037,6.526949793,0.821790662,0.420110928,0.998285169,-4.630698783
MTHFS,-0.132576216,7.398886036,-0.83897024,0.410212751,0.998285169,-4.630731472
PAK2,0.133652629,7.13109605,0.837855195,0.410825845,0.998285169,-4.630900273
GSTA4,0.18274169,9.28034585,0.837337276,0.411110813,0.998285169,-4.63097861
CPXM2,-0.233527949,7.248350594,-0.837223298,0.411173542,0.998285169,-4.630995844
TNC,0.488558469,12.94714149,0.836544161,0.411547442,0.998285169,-4.631098488
FURIN,0.320088671,9.746366917,0.810203008,0.42701515,0.998285169,-4.631176307
NDUFAB1,-0.303324066,7.949729103,-0.751903923,0.461959735,0.998285169,-4.631203273
NUP85,-0.21735612,5.001662256,-0.619318548,0.545827013,0.998285169,-4.631239551
LTA4H,-0.159604348,7.484189698,-0.835184656,0.412296565,0.998285169,-4.631303739
FH,-0.126242844,8.571281662,-0.834086865,0.412902106,0.998285169,-4.63146926
RPS23,0.219168551,9.949314967,0.833968447,0.412967459,0.998285169,-4.631487103
LIG3,0.223955074,6.346075373,0.815609706,0.423562906,0.998285169,-4.631565427
A0A3Q2I7C8,-0.190024796,7.892839708,-0.832799542,0.413612908,0.998285169,-4.631663111
NSUN2,0.132093938,6.862876897,0.832151424,0.413971062,0.998285169,-4.631760607
CACYBP,0.17864568,6.94737342,0.790697723,0.438061876,0.998285169,-4.631837089
VPS35,-0.140741591,8.561912009,-0.83102575,0.414593583,0.998285169,-4.631929779
VCAN,0.222627836,7.127992295,0.812985028,0.42503411,0.998285169,-4.631931675
GFER,-0.345921523,5.997444893,-0.607467928,0.553436065,0.998285169,-4.632052557
RAB10,0.153847847,6.900617028,0.830062847,0.415126555,0.998285169,-4.632074328
TPT1,0.19002565,8.821451544,0.799226612,0.433210008,0.998285169,-4.632178084
RGN,0.416813411,5.368911964,0.742646494,0.467407309,0.998285169,-4.632199202
NASP,-0.177924217,12.0017267,-0.829019849,0.415704349,0.998285169,-4.632230731
KARS1,-0.139997692,8.380403732,-0.828945527,0.41574554,0.998285169,-4.632241869
APOE,0.228928816,9.224365327,0.828840824,0.415803574,0.998285169,-4.632257559
FGB,-0.300585247,12.30509648,-0.828664461,0.41590134,0.998285169,-4.632283983
GNAZ,-0.240186299,6.098325642,-0.552522999,0.59014024,0.998285169,-4.632301601
KIF13B,0.160289643,7.29455066,0.810270971,0.426558768,0.998285169,-4.632309287
PITHD1,0.259733747,7.884885781,0.828417834,0.416038079,0.998285169,-4.632320926
RAB23,0.180559881,7.084473362,0.79811179,0.4338423,0.998285169,-4.632325747
MOGS,0.183955671,6.805106577,0.810147309,0.426628318,0.998285169,-4.632326465
SELENBP1,-0.260953941,12.75108128,-0.828084736,0.416222807,0.998285169,-4.632370806
CNPY4,-0.215557587,6.560253483,-0.65012011,0.525606977,0.998285169,-4.632455667
BRAF,-0.170357349,6.772465778,-0.742210921,0.467152962,0.998285169,-4.632467189
INF2,0.149339486,7.095168003,0.661936193,0.51757656,0.998285169,-4.632499323
CLPP,-0.280154677,5.37304405,-0.59998327,0.558271452,0.998285169,-4.632558744
MAP2K3,0.205289415,5.211046035,0.59821367,0.559418016,0.998285169,-4.632677594
SMNDC1,-0.224139377,5.651314718,-0.756477002,0.458760098,0.998285169,-4.632725312
FLNB,-0.206093991,8.857535272,-0.825580899,0.417613023,0.998285169,-4.632745174
PSMA4,-0.12326486,8.651707894,-0.824937228,0.417970882,0.998285169,-4.632841251
SRSF7,-0.134292981,9.755490631,-0.823686576,0.418666754,0.998285169,-4.633027736
CARS1,0.228587614,6.679393307,0.735859165,0.470919213,0.998285169,-4.633146499
ARB2A,0.129742975,6.921591766,0.767382116,0.451928339,0.998285169,-4.633213056
GMPPB,-0.138253148,9.541319911,-0.822183958,0.419503782,0.998285169,-4.633251457
GCLM,0.143945555,6.751717486,0.535350881,0.601615599,0.998285169,-4.633280498
UBA5,-0.124014329,7.172850192,-0.821157861,0.420075968,0.998285169,-4.633404019
PPM1A,0.208000989,6.730496011,0.808549241,0.427527741,0.998285169,-4.633430242
NNT,0.166796839,7.863310247,0.731659705,0.473419191,0.998285169,-4.633592752
USP8,0.149790808,6.009792427,0.7535848,0.460454186,0.998285169,-4.633659351
DFFA,0.225473522,5.443212864,0.669726115,0.512727888,0.998285169,-4.633663386
LNPK,0.14152406,6.695590795,0.78789579,0.43966312,0.998285169,-4.633670339
ANGPTL7,-0.341842009,7.500216613,-0.791559758,0.437569967,0.998285169,-4.633677598
EIF3M,-0.13427291,7.366059043,-0.798921363,0.432971454,0.998285169,-4.633876149
IQGAP2,-0.313686093,5.717104234,-0.785438782,0.441070211,0.998285169,-4.633991413
CCT5,0.124058024,8.228795652,0.816673454,0.422582363,0.998285169,-4.63406877
FZD7,0.279700452,7.006928678,0.690600113,0.499271935,0.998285169,-4.634121168
GLYR1,-0.167525194,7.848558424,-0.81624289,0.422823502,0.998285169,-4.634132424
SPARC,-0.302831547,7.135433837,-0.784352508,0.441693186,0.998285169,-4.634133079
PITPNA,0.14705779,6.157846215,0.796709384,0.434228172,0.998285169,-4.634179219
