X,logFC,AveExpr,t,P.Value,adj.P.Val,B
LAP3,0.441088388,9.886338097,1.873511307,0.073736022,0.328753608,-4.800378029
CACYBP,-0.376708077,6.948157357,-1.843741906,0.079349199,0.338716191,-4.800888723
DBNL,-0.366514822,7.668956718,-1.866145291,0.074800038,0.328817961,-4.812512833
RSU1,-0.263434884,9.607694994,-1.865979259,0.074824174,0.328817961,-4.812785952
MANF,-0.380603175,8.432910416,-1.86596359,0.074826452,0.328817961,-4.812811726
LYZ,0.633462386,13.45953715,1.86474042,0.075004481,0.328817961,-4.81482326
MMP2,0.508174027,6.973331154,1.863537403,0.075179936,0.328817961,-4.816800712
RPL5,0.42470898,10.51239884,1.863285836,0.075216671,0.328817961,-4.817214107
CFD,-0.338478947,11.75231601,-1.863120829,0.075240775,0.328817961,-4.817485237
RPS19,0.391507145,10.56502251,1.863078829,0.075246911,0.328817961,-4.817554245
LOC100050685,-0.643314969,12.39589401,-1.862068373,0.075394672,0.328817961,-4.819214157
UGDH,-0.341947376,9.856315658,-1.861930788,0.075414811,0.328817961,-4.819440121
PABPC4,-0.309232154,8.051384111,-1.858216322,0.075960284,0.330421673,-4.825536012
RPE,-0.498976228,6.648950315,-1.806328352,0.085906372,0.353991446,-4.829073548
SCP2,-0.351931769,7.994775302,-1.855777064,0.076320354,0.331018644,-4.829534282
RPS27L,0.546064216,9.788027811,1.853627676,0.076638864,0.331915545,-4.833054227
RPL36AL,0.393181478,8.697429802,1.851078653,0.07701809,0.332690755,-4.837224755
TRAF2,0.622942881,8.143975167,1.850169132,0.077153797,0.332690755,-4.838711828
RPS3A,0.379988089,10.68944104,1.847497561,0.077553614,0.333003447,-4.843076762
ELAVL1,-0.325595557,7.528937505,-1.847358444,0.077574483,0.333003447,-4.84330393
YWHAB,-0.249532394,10.91844561,-1.846691152,0.077674651,0.333003447,-4.844393398
PEA15,-0.38824936,6.57128179,-1.701664734,0.109388,0.392011036,-4.84995806
APOC3,0.642714613,7.548627145,1.812608919,0.084184822,0.349018001,-4.850743399
PARVA,-0.334490185,7.167322448,-1.842748555,0.078268774,0.334605547,-4.850824452
OTUB1,-0.376762294,6.99347243,-1.842716659,0.078273597,0.334605547,-4.850876438
FKBP11,-0.473018734,7.029607367,-1.811592001,0.084346996,0.349018001,-4.852361534
UPF1,-0.273206814,7.32661361,-1.834582291,0.079511924,0.338923855,-4.86411282
CCDC8,-0.400968764,6.341970426,-1.719808983,0.104695391,0.383066509,-4.8645936
PEBP1,0.276634615,13.95570201,1.831235565,0.080026318,0.340576965,-4.869546122
HNRNPA3,-0.278843308,9.383992468,-1.830569649,0.080129013,0.340576965,-4.870626341
ILF3,-0.318811668,9.806488997,-1.829311385,0.080323369,0.340915328,-4.872666647
A0A3Q2IDT4,0.549679473,9.362096024,1.813823874,0.083342143,0.347766163,-4.8752338
SULF2,0.422172363,7.448502968,1.747331829,0.097577398,0.373835999,-4.88161119
PLOD2,0.52477372,9.708784407,1.820457354,0.081702567,0.344798761,-4.886994305
ARFGEF2,-0.354008452,5.841500466,-1.726355387,0.102363414,0.379204119,-4.8871961
PYGL,-0.363156422,9.736150879,-1.818686254,0.081980897,0.345482619,-4.889854127
YBX3,-0.357216849,7.394267515,-1.816519275,0.082322555,0.346431035,-4.89335037
CLIC5,-0.505301846,6.479252166,-1.771000957,0.091767376,0.365960906,-4.896775309
ATP1A1,-0.468851356,10.17489342,-1.811783646,0.083073484,0.347766163,-4.900980138
TYMP,-0.26151967,9.990629637,-1.811320321,0.08314727,0.347766163,-4.901725825
RTCB,-0.270935081,8.020564002,-1.810750768,0.083238051,0.347766163,-4.902642285
CTPS2,0.312164911,7.945522578,1.810104239,0.083341204,0.347766163,-4.903682343
EPS8,-0.541698138,7.244212306,-1.79325556,0.086664987,0.356129565,-4.908050565
CALR,-0.686590537,10.25262381,-1.804126282,0.084300226,0.349018001,-4.913285867
OTOR,0.777636218,5.785162525,1.708468167,0.105695724,0.385303063,-4.913825368
NME4,-0.516588214,5.709646566,-1.738801203,0.098210776,0.373835999,-4.916029864
TF,-0.58827879,13.79421406,-1.800410506,0.084901119,0.350822288,-4.919243282
ABHD10,0.293241228,6.254926657,1.704078127,0.10652776,0.387360086,-4.920331491
NAA50,0.244262582,7.287833688,1.748026271,0.095761891,0.372367052,-4.93234836
ERGIC1,-0.43445048,7.287743363,-1.777803654,0.089235909,0.360707328,-4.932522278
NTPCR,0.530427525,6.091604668,1.67042695,0.113095291,0.395983263,-4.93299498
MOB1B,-0.31934336,7.377303883,-1.760289106,0.092887573,0.36870426,-4.933137281
ENPP2,0.491034011,8.284287519,1.791087183,0.086425106,0.355635721,-4.934150723
RAE1,-0.256514951,6.629964226,-1.746450708,0.096041236,0.372367052,-4.934775551
CFP,-0.460551633,11.16223976,-1.786137385,0.087243726,0.357671748,-4.9420416
PSMD5,-0.31784139,9.465082468,-1.785273307,0.087387313,0.357671748,-4.943417419
PGK1,0.889156734,7.234919983,1.720237023,0.101598744,0.378740372,-4.944219187
ACAT1,-0.360049403,8.288820977,-1.783658373,0.087656217,0.358220937,-4.945987441
REELD1,-0.339968014,6.750656452,-1.782570777,0.087837714,0.35843693,-4.947717265
GPI,-0.363180016,10.44483418,-1.78189673,0.087950361,0.35843693,-4.948788943
RPS12,-0.334218138,9.480373527,-1.781128287,0.088078934,0.358469196,-4.95001033
CEMIP2,0.552361607,6.700772431,1.749121721,0.094842373,0.372367052,-4.950494692
COPG1,-0.346776143,8.784592125,-1.77631439,0.08888806,0.360707328,-4.957652672
FAM151B,0.317381199,6.250993081,1.74692677,0.095230718,0.372367052,-4.959428115
ASAP2,-0.225124443,10.40735272,-1.774812205,0.089141853,0.360707328,-4.960034294
KRT16,0.665764376,6.518941036,1.774802542,0.089143487,0.360707328,-4.960049609
IMPACT,0.418274935,5.440797819,1.676792931,0.111826833,0.394907126,-4.960505583
CRP,0.469576572,8.355225215,1.741230467,0.096244919,0.372367052,-4.962710831
PRKCSH,-0.385617318,7.796727893,-1.772492503,0.089534986,0.361145685,-4.963709055
VTN,0.480661236,12.62712778,1.772183486,0.089587469,0.361145685,-4.964198312
PDCD6IP,-0.275322576,8.869986837,-1.769516146,0.090041584,0.362200664,-4.968418753
MECP2,0.446856258,10.78717889,1.7690517,0.090120858,0.362200664,-4.969153139
ATP6V1G1,-0.329559567,7.706526055,-1.768501138,0.090214908,0.362200664,-4.970023506
DAG1,-0.426273594,6.485284377,-1.713153945,0.10211075,0.378740372,-4.973210392
AHCY.1,-0.322406462,11.15994103,-1.766477489,0.090561321,0.363100791,-4.973220871
EEF1B2,-0.343119704,9.430812499,-1.764977571,0.090818817,0.363153035,-4.975588958
LDHA,-0.29104562,14.04872992,-1.762588705,0.091230216,0.364307759,-4.979357389
PSMF1,-0.298797155,7.994131337,-1.730453699,0.098189036,0.373835999,-4.984868805
VAMP2,-0.45260555,6.060270643,-1.643905213,0.117506048,0.405470927,-4.985853537
GTPBP4,-0.510906293,6.913305136,-1.604908954,0.129297036,0.422966087,-4.987474652
COL8A1,-0.598272778,6.892160709,-1.692065165,0.106931849,0.387432346,-4.99353006
GLIPR2,-0.467928504,5.873100898,-1.724813605,0.099219843,0.375731167,-4.993538105
PGAM1,-0.425767316,13.63885347,-1.753154744,0.092870527,0.36870426,-4.994201685
ARMC10,-0.326503323,5.289898684,-1.704161534,0.103805241,0.381689814,-4.999323831
EIF4G1,-0.352066127,7.115840609,-1.749188398,0.093567666,0.370652714,-5.00042468
CPM,0.676362047,7.592620617,1.732823113,0.097096509,0.373218681,-5.002859699
SEPTIN10,-0.258118782,7.05468417,-1.747331108,0.093895645,0.37135545,-5.003334995
MFRP,0.428644032,11.30290238,1.746769279,0.093995052,0.37135545,-5.004214901
NDNF,0.634178442,10.1148594,1.744027265,0.094481499,0.372367052,-5.008506204
FKBP2,-0.352321662,9.455817836,-1.742208869,0.094805277,0.372367052,-5.011349202
ERLIN2,-0.315606045,7.049738853,-1.739379928,0.095310873,0.372367052,-5.015767662
PLPBP,-0.372378455,8.06090709,-1.724266098,0.098657119,0.374821355,-5.01608722
GNE,-0.241511294,6.484777825,-1.723261484,0.098841735,0.37504316,-5.01763692
CHCHD3,-0.347087643,7.238818029,-1.73807197,0.095545411,0.372367052,-5.017808684
VBP1,-0.379902627,7.625651757,-1.736915149,0.095753259,0.372367052,-5.019612888
FEN1,0.437130434,5.903085238,1.611411586,0.126585735,0.420912064,-5.021125271
PPA1,-0.364618919,7.449495769,-1.680983616,0.108283937,0.390426671,-5.021676176
MAPK1,-0.450587735,7.375223618,-1.668347853,0.111605697,0.394907126,-5.021844796
IPO5,-0.347518029,6.967771793,-1.735311919,0.096041951,0.372367052,-5.022111805
HINT1,-0.360589366,7.611198218,-1.734853735,0.096124592,0.372367052,-5.022825643
RPL3,0.408811606,8.770787488,1.734843044,0.096126521,0.372367052,-5.022842298
RPL18,0.406926291,11.55721875,1.734828063,0.096129224,0.372367052,-5.022865635
AP2B1,-0.251982429,7.986302944,-1.734401363,0.096206244,0.372367052,-5.023530285
RPS14,0.433729142,10.04704823,1.731893732,0.09665994,0.373218681,-5.027433777
SORT1,0.309071646,7.818806881,1.71686981,0.100023236,0.375731167,-5.0274806
LOC100053416,0.557099889,9.761069581,1.716807638,0.100034787,0.375731167,-5.027576212
A1BG,-0.747248076,11.07317655,-1.731223793,0.096781458,0.373218681,-5.028475906
ANXA3,-0.370828528,8.151733807,-1.729600797,0.097076387,0.373218681,-5.030999291
FKBP9,-0.497267468,8.376199646,-1.729445256,0.097104692,0.373218681,-5.031241027
PFDN5,-0.352828889,6.382117654,-1.713730168,0.100607994,0.376931085,-5.032305749
CNP,-0.288450257,8.394409906,-1.728537002,0.097270114,0.373371459,-5.032652266
PFDN1,-0.405963609,7.99406618,-1.725107613,0.097896882,0.373835999,-5.037975721
CNPY4,-0.483334099,6.560880707,-1.576561246,0.13568904,0.431157366,-5.038819079
G6PD,-0.258874818,7.743601458,-1.723717096,0.098151996,0.373835999,-5.040131921
ADSS2,-0.442743379,7.079188,-1.723360266,0.098217554,0.373835999,-5.040685023
RAB5C,-0.366317343,7.109301471,-1.723064433,0.098271934,0.373835999,-5.041143512
GOT1.1,0.516327016,7.557127983,1.707045283,0.101862759,0.378740372,-5.042557069
GNA11,-0.307924808,9.297949125,-1.717445894,0.099309599,0.375731167,-5.04983979
CNMD,-0.50874648,12.23407365,-1.715536519,0.099664349,0.375731167,-5.05279013
SLC44A2,-0.741143052,7.269795441,-1.699424119,0.103309484,0.380544053,-5.05420702
PLCB3,-0.5213056,5.536386128,-1.645816081,0.116206039,0.403327269,-5.055007696
ATP5PO,-0.443753991,8.448355099,-1.713805907,0.099986816,0.375731167,-5.05546207
DIP2B,-0.233206903,6.414133569,-1.712129363,0.100300054,0.376251843,-5.058048559
PLBD1,0.387319536,7.064309044,1.702856017,0.102047739,0.378740372,-5.072319849
TRIM28,-0.21865301,8.644575946,-1.702830112,0.102052657,0.378740372,-5.072359632
HSP90AB1,-0.28725757,11.1239472,-1.702692791,0.102078731,0.378740372,-5.072570512
RNASE4,0.448793784,12.65475681,1.702540798,0.102107598,0.378740372,-5.072803909
ZC3HAV1,0.422126917,7.51949949,1.632962343,0.11890179,0.407918265,-5.073776222
LOC111772418,0.285538731,11.34873072,1.699851513,0.102619491,0.379679338,-5.076930851
LOC100053468,0.414924282,12.53969358,1.697928695,0.102986824,0.38053949,-5.079878497
BST1,0.788720523,8.068350743,1.682161291,0.106651145,0.387360086,-5.080448387
A0A9L0RWE3,-0.530671278,7.819524961,-1.697294926,0.103108142,0.38053949,-5.08084949
TBL1XR1,-0.545567882,4.381292799,-1.599945333,0.126973586,0.421025139,-5.082616495
DSP,0.447911908,7.667877289,1.695952309,0.10336555,0.380544053,-5.082905579
AKR7L,0.298307394,9.207068626,1.679912768,0.107093074,0.387543875,-5.083851295
LRRC1,-0.545823533,5.56673765,-1.485557455,0.161160661,0.464767663,-5.084053561
FAM177A1,0.351187146,6.335127227,1.483256788,0.161762498,0.464767663,-5.087028482
IQGAP2,-0.617868376,5.723965525,-1.662425128,0.111252336,0.394621822,-5.088014441
CCT5,-0.239180151,8.228824965,-1.690860028,0.104346804,0.382346238,-5.090692493
RPL38,0.457426854,10.66481872,1.690740962,0.104369842,0.382346238,-5.090874347
TSPO,0.783084629,9.250693846,1.55797045,0.138745603,0.435743327,-5.0956404
H2AZ2,0.715180849,11.31194071,1.671988539,0.108662897,0.391146207,-5.095815957
BLMH,-0.404490964,7.566441523,-1.686828311,0.105129276,0.384180908,-5.096844788
KRT89,0.595533822,7.436476547,1.532499172,0.146156917,0.443094082,-5.098904477
PPP3R1,-0.323292096,6.945990143,-1.667070286,0.109646978,0.392011036,-5.103220076
XPOT,-0.304713344,5.168919564,-1.517934386,0.149763653,0.448084404,-5.106288498
HNRNPL,-0.287002257,8.44564944,-1.679568409,0.106550787,0.387360086,-5.107894512
VDAC1,-0.31231575,9.054399585,-1.677828468,0.106893875,0.387432346,-5.110537248
DCK,0.399379101,6.117321343,1.605619557,0.12481259,0.420299279,-5.1133347
SEC13,-0.364460452,7.658889189,-1.67539971,0.107374347,0.388089031,-5.114222645
TOMM22,-0.971010984,6.103576477,-1.511245481,0.151444958,0.449493475,-5.115229884
ENDOD1,-0.348658695,6.005375044,-1.489195609,0.158547392,0.459588674,-5.115954869
RPS2,0.37206561,10.22389039,1.672364712,0.107977309,0.38979415,-5.118822117
PTRHD1,-0.457766622,7.306369892,-1.655855238,0.111919152,0.394907126,-5.12004075
FBLN7,0.43405054,9.369213202,1.668512159,0.108746808,0.391146207,-5.124651233
FKBP7,-0.34778646,7.003080484,-1.636773641,0.116546679,0.404037554,-5.126091906
LRRC57,-0.315415163,8.210637616,-1.667212879,0.109007363,0.391215888,-5.126614752
COPE,-0.316302752,12.41253019,-1.667102428,0.109029537,0.391215888,-5.126781615
STOML2,-0.399047972,5.541137773,-1.664261587,0.109601166,0.392011036,-5.131070422
GBF1,-0.547575059,5.209354687,-1.477012979,0.161743592,0.464767663,-5.131861008
HADHA,-0.287192998,9.453438946,-1.663229137,0.109809538,0.392120359,-5.132627697
BLVRA,0.308021469,8.201782818,1.66066303,0.110328884,0.393501937,-5.136494963
GAPDH,-0.243855659,14.79143388,-1.659547563,0.110555283,0.393731934,-5.13817458
SSR1,-0.389276915,9.100448432,-1.659040049,0.11065842,0.393731934,-5.138938479
SMS,-0.338211638,6.912124916,-1.510305018,0.150408848,0.449452086,-5.139195688
S100A4,-0.539111254,11.51178848,-1.657593107,0.11095291,0.394307532,-5.141115383
S100A6,-0.362808594,11.78585314,-1.65585762,0.111306997,0.394621822,-5.14372444
ACTL6A,0.272789738,6.526148127,1.620883283,0.119931663,0.409711634,-5.143849139
SCARA3,0.281896987,6.353337708,1.606489456,0.123806388,0.418462776,-5.143881458
CISD2,-0.373901491,6.945841592,-1.467598845,0.164250257,0.467033909,-5.144088211
HGS,-0.300009632,6.904789593,-1.653552015,0.111778873,0.394907126,-5.147187284
TRA2A,0.301299744,6.942726396,1.63712711,0.115801928,0.402999072,-5.147933871
CAV1,-0.747451115,8.269539591,-1.650724804,0.112359798,0.39583326,-5.151428389
IDH2,-0.320441643,7.933178531,-1.649653604,0.112580566,0.39583326,-5.153033814
RPL31,0.352221714,11.54049596,1.649649942,0.112581321,0.39583326,-5.153039301
PAPLN,0.329794351,6.26976215,1.600052011,0.125231552,0.420410103,-5.153181722
SGTA,-0.375282674,7.247305408,-1.648474802,0.112823931,0.395983263,-5.154799561
UQCRC2,-0.315988696,6.598772204,-1.631314458,0.117029811,0.404297172,-5.156540962
SRPX,0.462555776,11.69740826,1.647047136,0.113119266,0.395983263,-5.15693676
ATP2B4,-0.426771028,8.077899122,-1.646864398,0.113157116,0.395983263,-5.157210213
MYO1D,-0.251301704,8.942032353,-1.645051443,0.113533195,0.396831908,-5.159921857
C13H7orf50,0.454855718,6.046469679,1.527424611,0.145000173,0.442295188,-5.162983683
PLEC,-0.257273714,9.921268338,-1.642450456,0.114074576,0.398255658,-5.163808074
SNF8,-0.35619534,6.872912354,-1.640407902,0.114501239,0.399276035,-5.166856535
SQOR,0.331275516,6.474100282,1.587625386,0.128021556,0.422427299,-5.171053583
NFKB2,0.235587172,7.136333773,1.620300807,0.119386338,0.409108201,-5.172784001
SEC62,0.27542103,6.943337151,1.633657878,0.115920764,0.402999072,-5.176909573
HYI,0.277091535,8.591639637,1.633397405,0.115975835,0.402999072,-5.177296851
ALDH3A2,0.346353446,7.034868926,1.614047835,0.120741851,0.411853086,-5.18196769
SCRN2,-0.352109168,8.169334962,-1.629189273,0.116868596,0.404297172,-5.18354687
SRM,-0.274958434,9.564819521,-1.628533444,0.117008247,0.404297172,-5.184519779
STT3B,-0.265104607,8.66888345,-1.5949242,0.125638878,0.420912064,-5.187234219
PCNP,-0.541025012,5.725130465,-1.550868829,0.137393076,0.433492492,-5.191022894
DNAJB4,0.385886398,7.364261171,1.624041522,0.117968512,0.406594489,-5.191175152
FUBP1,-0.264136017,8.035068328,-1.622797926,0.118235525,0.406995612,-5.19301514
PIP4K2A,-0.303365377,6.77904548,-1.622154191,0.11837394,0.406995612,-5.193967153
SF3A1,-0.375319686,5.885461513,-1.621587682,0.118495861,0.406995612,-5.194804711
NIPSNAP2,0.297558774,8.161790367,1.605263705,0.122667789,0.416509715,-5.194821888
LOC100050047,0.536577826,7.502878133,1.545267138,0.138737878,0.435743327,-5.198855111
TMOD3,-0.294411167,6.712764849,-1.581611505,0.128652701,0.422966087,-5.200802471
RAB5A,-0.245166233,9.302204018,-1.615999008,0.119704268,0.409711634,-5.203054928
SPRYD4,0.367312581,6.681886031,1.420356053,0.177323542,0.484217135,-5.204588886
GRPEL1,-0.573463453,5.202000216,-1.524216013,0.144790218,0.442295188,-5.2046962
RPL14,0.338960406,11.63339646,1.614748126,0.119976143,0.409711634,-5.204898442
DENR,0.430706696,5.906418478,1.593768023,0.125226928,0.420410103,-5.211560772
POLE3,0.31923234,7.396938786,1.577926483,0.129497512,0.422966087,-5.211716527
MAGED2,-0.304005678,8.190438685,-1.570511204,0.131211504,0.424452048,-5.216703038
PDLIM4,-0.442329849,6.956322714,-1.570421475,0.131232359,0.424452048,-5.216831212
HUWE1,0.473303124,6.888800832,1.605355702,0.122034063,0.415783489,-5.218704608
LOC100630171,1.018046111,7.847369176,1.492540777,0.153836808,0.45330987,-5.219407589
DCTD,-0.385930322,7.1037885,-1.588113847,0.126501878,0.420912064,-5.219759071
HMGN2,-0.524637794,10.09269692,-1.603227193,0.122504495,0.416509715,-5.221824478
RAP1A,-0.230363036,8.799325762,-1.603007039,0.122553238,0.416509715,-5.222146983
TXNIP,0.364934865,6.921638385,1.540650362,0.139041729,0.436164486,-5.224924067
MDH2,-0.347864542,10.5930804,-1.600592691,0.123088849,0.41712701,-5.225681459
RBPJ,0.38719938,7.034536428,1.564116156,0.132704784,0.427394098,-5.225823731
PRDX1,-0.336950316,13.04192751,-1.600405804,0.12313039,0.41712701,-5.225954876
CAPN7,-0.291213262,6.276377519,-1.530691929,0.142288328,0.439897274,-5.226206914
CAB39,-0.282517923,6.664714133,-1.582304397,0.127823075,0.422427299,-5.228158559
FMOD,-0.253987194,18.07176891,-1.598605918,0.123531064,0.418007735,-5.228586813
CSNK2A1,0.488895363,8.49078737,1.562059113,0.133188105,0.427428282,-5.228751298
AACS,-0.608717153,7.231967788,-1.523709807,0.144015653,0.442295188,-5.228792207
LOC100051562,-0.524875595,7.457933373,-1.506036592,0.149364014,0.447790602,-5.229564507
KRT80,0.635052241,7.488849155,1.581060849,0.12810737,0.422427299,-5.22995336
RPL8,0.33500949,8.910897291,1.595256701,0.124279524,0.419584619,-5.233478038
RPS11,0.332747707,9.805136991,1.594540597,0.124440042,0.419649677,-5.234522784
CTSK,-0.423328499,7.068842511,-1.592423515,0.124915605,0.420299279,-5.237609273
NCLN,-0.340254835,6.626596932,-1.425043569,0.174561043,0.481542116,-5.240221667
GMDS,-0.236647388,7.926333018,-1.588496892,0.125801646,0.420912064,-5.243325237
PDCD5,-0.381767807,8.156995405,-1.588096314,0.125892329,0.420912064,-5.243907725
PLS3,-0.265417148,12.08075857,-1.587695057,0.12598322,0.420912064,-5.244491081
CCT2,-0.225616976,7.267800832,-1.587201738,0.126095039,0.420912064,-5.245208119
AARS1,-0.272495856,7.388643894,-1.585185445,0.126552924,0.420912064,-5.248136947
CYB5R3,-0.352100735,7.602686053,-1.584731779,0.126656138,0.420912064,-5.248795522
KIF13B,-0.289573897,7.295718837,-1.567653589,0.131205985,0.424452048,-5.249232951
FXR1,0.610417497,7.823234496,1.583875576,0.126851124,0.421025139,-5.250038044
PSMD9,-0.231254235,8.116709909,-1.580793149,0.127555157,0.422255024,-5.254506817
ZFYVE21,0.259533536,6.873527119,1.580471765,0.127628748,0.422255024,-5.254972345
MAP2K6,-0.308136891,6.437182646,-1.458312175,0.162936424,0.465465496,-5.255820254
RPL6,0.30846279,12.03578683,1.576541149,0.128531638,0.422966087,-5.260659765
SCARA5,0.37138768,6.696364332,1.39875714,0.18216345,0.490791691,-5.261217568
DNAJB11,-0.405346631,6.220990616,-1.575554525,0.128759101,0.422966087,-5.262085586
STK3,0.288942665,7.199818397,1.481678832,0.15567899,0.45613637,-5.262523971
PPP1R1B,-0.624243628,6.246405248,-1.452850258,0.164428633,0.467033909,-5.263016852
RPL4,0.345750762,12.4981406,1.572457766,0.129475217,0.422966087,-5.266556229
ABI1,-0.275205322,7.231992514,-1.571834497,0.129619743,0.422966087,-5.267455161
SREK1,-0.309524788,7.036686958,-1.518882069,0.144409067,0.442295188,-5.267963085
DDX39B,-0.259022421,9.795042793,-1.571434411,0.129712588,0.422966087,-5.268032049
NAP1L1,-0.311544051,8.884880098,-1.571085422,0.129793619,0.422966087,-5.268535164
LOC100065786,0.429220822,8.529625629,1.570591115,0.129908464,0.422966087,-5.26924762
TNS1,-0.311585704,7.505998183,-1.570518707,0.129925294,0.422966087,-5.269351969
LNPK,-0.25738243,6.695889473,-1.533140048,0.140138764,0.437905251,-5.269586808
FASN,-0.28961322,6.835713147,-1.570287076,0.129979144,0.422966087,-5.269685749
DDX47,0.30854745,6.024377705,1.42753341,0.172601027,0.478356017,-5.26969719
SUN2,0.257431366,7.004341174,1.567480628,0.130633068,0.424295716,-5.273726716
VDAC2,-0.296499593,9.628131712,-1.567308046,0.130673369,0.424295716,-5.273975025
ECMX,-0.343251046,6.64968594,-1.513020742,0.145883135,0.443094082,-5.276070533
CLTA,-0.449678542,7.16278147,-1.564660247,0.131292976,0.424452048,-5.2777819
LTBP4,-0.373485165,8.219940561,-1.563186327,0.131638936,0.425107912,-5.279898792
CAMSAP2,-0.546360323,5.284643782,-1.506852847,0.14744766,0.445190039,-5.284575324
SNAP23,-0.302712484,6.800420413,-1.542670035,0.137145704,0.433492492,-5.28481062
ATP5PD,-0.335611988,8.494004774,-1.559456548,0.132517759,0.427394098,-5.28524846
PLXDC2,-0.302001114,7.222974826,-1.558354117,0.132778442,0.427394098,-5.286827722
MORC2,0.405756833,6.561621193,1.35380027,0.197187196,0.506836517,-5.287327826
GNPDA1,0.251939938,10.1705351,1.557011264,0.133096549,0.427428282,-5.288750182
SMCHD1,0.325026849,5.774313347,1.51924457,0.143583501,0.441601016,-5.288992889
SNU13,-0.312667026,8.192101571,-1.556488048,0.133220663,0.427428282,-5.289498871
DDOST,-0.42687144,9.132208245,-1.555771073,0.133390894,0.427512778,-5.290524485
NUCB1,-0.288396584,9.157176627,-1.553870882,0.133842924,0.428499275,-5.293240822
TMED10,-0.352704803,8.18959211,-1.551877185,0.134318555,0.429559124,-5.296087951
MXRA5,0.485364514,6.303534645,1.313957499,0.211500642,0.524818338,-5.296789629
HMGB3,0.692749969,7.418237611,1.551096148,0.134505264,0.429693698,-5.297202519
COPS4,-0.232734439,7.77818844,-1.549464648,0.134895969,0.430478973,-5.299529272
BGN,-0.222680768,18.01455746,-1.548157854,0.135209588,0.430575506,-5.301391523
F13A1,0.51083196,13.77870662,1.548130869,0.135216071,0.430575506,-5.301429965
RUVBL2,-0.182659484,8.115229335,-1.547516888,0.135363634,0.430583894,-5.302304469
PFN2,-0.451130129,7.34587072,-1.49371605,0.150825894,0.449452086,-5.302597769
WIPI1,0.698634752,6.237280113,1.339352635,0.201729996,0.512631578,-5.304892681
TM9SF2,-0.315955666,7.087364328,-1.491836743,0.151314324,0.449493475,-5.305165772
EEF1D,-0.312353156,9.275852051,-1.541580531,0.136797219,0.433492492,-5.310745298
USO1,-0.210230351,6.659377139,-1.541534001,0.136808505,0.433492492,-5.310811356
QSOX1,0.307314282,9.472721899,1.54102687,0.136931558,0.433492492,-5.311531207
PGK2,-0.647491215,8.612513996,-1.539782536,0.137233877,0.433492492,-5.313296673
ATP6V1D,0.301681211,7.534052383,1.52188263,0.142255235,0.439897274,-5.314064073
ZC3HAV1L,0.288337343,7.728835252,1.521746423,0.142289223,0.439897274,-5.3142547
PCK2,-0.275310955,7.756803975,-1.538529041,0.137538976,0.433492492,-5.315073972
TLN1,-0.269171616,10.10484905,-1.538314756,0.137591188,0.433492492,-5.315377683
GAS6,0.332403488,7.657805266,1.520828434,0.142518466,0.440147985,-5.315539113
PRKRA,-0.56130078,5.327276166,-1.51990391,0.142749647,0.440357011,-5.31683204
NIPSNAP1,0.364039488,6.263371793,1.296061753,0.217418243,0.532522342,-5.317861193
SRP54,0.190218241,8.247808404,1.536058851,0.138141848,0.434766346,-5.318572963
STAT1,-0.504629812,9.912259631,-1.481775137,0.153951417,0.45330987,-5.318870866
ANOS1,0.649862129,5.002151649,1.388562601,0.183943869,0.492766247,-5.319454989
HDAC1,-0.308920002,6.191678894,-1.478269648,0.154878971,0.454689152,-5.323628411
TAGLN2,-0.400217529,9.466447764,-1.531852992,0.13917332,0.436164486,-5.324520035
LZTFL1,-0.25471293,6.959906615,-1.497489033,0.14911636,0.447499702,-5.324760243
PPP2R5D,-0.213266429,6.979868761,-1.513732448,0.14430074,0.442295188,-5.325446466
IARS2,0.258029081,6.143458885,1.380942941,0.185136842,0.493758472,-5.326908168
EWSR1,-0.357464877,7.206056346,-1.529194493,0.139828561,0.437756223,-5.328272328
MATN4,-0.362552017,12.32923687,-1.527369262,0.14027989,0.437905251,-5.330845459
HDGFL2,-0.387898658,6.16962325,-1.527103607,0.140345679,0.437905251,-5.331219759
CCDC6,-0.294589615,5.49791812,-1.472588258,0.156391962,0.456873666,-5.331319932
STAU1,-0.286787131,6.815768193,-1.526619075,0.140465737,0.437905251,-5.331902317
NNT,-0.303097967,7.863200138,-1.446559138,0.164280065,0.467033909,-5.33323275
GRK5,-0.266921823,6.580197025,-1.524203151,0.141065614,0.438886914,-5.335302989
SELENBP1,-0.458423662,12.75076551,-1.524161118,0.141076069,0.438886914,-5.335362117
C5,0.477939655,8.728135756,1.506504863,0.146134799,0.443094082,-5.335499124
NUCKS1,-0.46123362,7.224862432,-1.522638655,0.141455199,0.439606063,-5.337502852
PGRMC2,-0.337176979,7.325304112,-1.504940849,0.146534181,0.443784965,-5.337669354
MT-ATP8,-0.541173528,7.513130426,-1.384761518,0.183010742,0.490791691,-5.338435636
FAU,0.26814757,12.38498753,1.457262485,0.160533524,0.463954376,-5.339134554
ZYX,-0.328744489,6.184997408,-1.5210751,0.14184543,0.439897274,-5.339699557
M6PR,-0.368713423,4.842300355,-1.446772527,0.164220963,0.467033909,-5.340084933
EEF1G,-0.238035843,10.2137583,-1.519384945,0.142268249,0.439897274,-5.342072066
GSR,-0.187397235,7.918042944,-1.516936537,0.142882585,0.440357011,-5.345505146
GSN,-0.29402467,12.92693607,-1.516270373,0.143050109,0.440416448,-5.346438441
